Country Name;Country Code;Indicator Name;Indicator Code;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022
El Salvador;SLV;Supervivencia hasta los 65 años, mujeres (% de la cohorte);SP.DYN.TO65.FE.ZS;44.844481;46.228092;47.508226;48.56393;49.272171;49.364494;49.303012;48.892425;48.545978;48.578372;49.346859;50.787104;52.552374;54.453717;56.087443;57.268823;57.998029;58.444938;58.777853;58.770251;53.842415;58.993117;59.303866;61.817229;63.485623;65.03003;65.259274;67.654255;69.067289;69.502214;71.229988;72.429946;73.445437;74.346243;75.169366;75.704258;76.350701;76.991313;77.121798;78.157842;78.68552;78.119689;79.610005;79.747807;80.328002;80.488902;80.807861;80.989045;81.139096;81.062219;81.541429;81.769357;82.006046;82.153244;82.20117;82.112093;81.952403;81.848027;82.029662;82.595745;80.496534;80.030848;80.9259
