Country Name;Country Code;Indicator Name;Indicator Code;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022
Guatemala;GTM;Supervivencia hasta los 65 años, mujeres (% de la cohorte);SP.DYN.TO65.FE.ZS;37.053553;38.221132;39.221625;40.052943;40.692278;41.126222;41.245443;41.658314;42.393766;43.14404;44.730474;46.599586;48.709712;50.924098;52.966934;54.699693;43.625258;57.37092;58.407223;59.2369;59.837426;60.811928;54.456171;62.860903;63.681788;64.408545;65.07339;65.684243;66.286199;66.748494;66.924141;67.467657;67.84465;68.384957;69.190836;70.121003;71.300498;72.480191;73.33635;74.457778;75.047252;75.345268;75.456426;75.513787;75.595947;75.131747;76.218914;76.728492;77.245675;77.768622;78.09962;78.438776;78.64273;78.797087;78.922944;78.949647;79.26178;79.444383;79.446645;79.646451;78.029041;74.079034;72.591535
